Age, Workclass,Education,Education Number,Marital Status,Occupation,Relationship,Race,Sex,Hours Per Week,Native Country,isGreater
41, Private,11th,7, Widowed, Other-service, Unmarried, White, Female,40, United-States, false
46, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, true
47, State-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40, United-States, false
43, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, true
35, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, false
44, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,50, United-States, false
58, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States, true
25, Private, Assoc-acdm,12, Divorced, Tech-support, Own-child, White, Female,25, United-States, false
44, Private, Assoc-voc,11, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, false
57, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,42, United-States, false
24, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, false
38, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States, false
33, Private,7th-8th,4, Divorced, Handlers-cleaners, Not-in-family, White, Male,35, United-States, false
25, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, false
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,84, United-States, true
50, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,52, United-States, true
35, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, true
36, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,55, United-States, true
27, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,40, United-States, false
22, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,50, United-States, false
30, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, false
90, Private, Masters,14, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, false
39, Private, HS-grad,9, Separated, Other-service, Other-relative, Black, Male,40, United-States, false
34, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States, false
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, true
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,4, United-States, false
19, Private,10th,6, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, false
29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, false
66, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,30, Hungary, false
38, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States, false
44, Private,5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Mexico, false
34, Self-emp-not-inc,7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,40, United-States, false
35, State-gov, Assoc-acdm,12, Widowed, Exec-managerial, Not-in-family, White, Female,40, United-States, false
29, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, false
22, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, false
33, ?, Some-college,10, Never-married, ?, Own-child, White, Male,40, United-States, false
73, Private, Assoc-voc,11, Widowed, Prof-specialty, Not-in-family, White, Male,60, United-States, true
35, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
41, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, false
27, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,50, United-States, false
25, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,50, United-States, false
47, Private, Bachelors,13, Divorced, Handlers-cleaners, Not-in-family, White, Male,51, United-States, true
36, Private, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,35, United-States, true
36, Private,1st-4th,2, Widowed, Other-service, Other-relative, White, Female,20, Mexico, false
25, Local-gov, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,40, United-States, false
37, Private,11th,7, Divorced, Transport-moving, Not-in-family, White, Male,65, United-States, false
26, Local-gov, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,40, United-States, false
53, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, false
36, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, false
30, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,45, United-States, true
53, Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,40, United-States, false
37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, false
41, State-gov, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,40, United-States, false
53, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,55, United-States, false
23, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,32, United-States, false
28, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, false
53, Local-gov,10th,6, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, false
32, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,20, United-States, true
33, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States, false
27, Private, HS-grad,9, Never-married, Sales, Other-relative, Black, Female,32, Dominican-Republic, false
52, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,55, United-States, false
27, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, true
44, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,30, United-States, false
37, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, false
39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, false
18, Private,12th,8, Never-married, Sales, Own-child, Black, Female,20, United-States, false
42, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, true
49, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
35, Private, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, Black, Female,36, United-States, false
43, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,99, United-States, false
43, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, true
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
27, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,40, United-States, false
46, Federal-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, false
54, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,44, United-States, false
37, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, Jamaica, true
53, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, true
26, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,20, Philippines, false
59, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, true
36, Federal-gov, Some-college,10, Separated, Adm-clerical, Not-in-family, Black, Male,40, United-States, false
32, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, true
53, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
26, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, false
35, Private, HS-grad,9, Married-AF-spouse, Other-service, Wife, White, Female,40, United-States, true
48, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,40, United-States, false
30, Local-gov, Some-college,10, Separated, Handlers-cleaners, Not-in-family, Black, Male,40, United-States, false
38, Private,12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,10, United-States, true
44, Private, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, Other, Male,32, Canada, false
30, Private, Assoc-voc,11, Separated, Prof-specialty, Unmarried, White, Female,40, United-States, false
68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,10, United-States, false
26, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,40, United-States, false
26, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, false
41, Private,1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, false
43, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, ?, true
48, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,47, United-States, false
55, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,37, United-States, false
50, Self-emp-not-inc, Some-college,10, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,40, ?, false
41, Private,11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, true
52, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,36, United-States, false
24, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,40, Mexico, false
31, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
54, Local-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,38, United-States, true
31, Self-emp-not-inc, Masters,14, Separated, Tech-support, Not-in-family, White, Female,25, United-States, false
31, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, true
47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, true
40, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, true
46, State-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,48, United-States, false
45, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, false
39, Private,10th,6, Never-married, Other-service, Unmarried, White, Female,25, Mexico, false
34, Local-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,18, United-States, false
48, ?, Some-college,10, Never-married, ?, Not-in-family, White, Male,60, United-States, true
19, ?, Some-college,10, Never-married, ?, Own-child, White, Female,20, United-States, false
56, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, Canada, false
47, Private, HS-grad,9, Separated, Prof-specialty, Other-relative, Other, Female,40, Puerto-Rico, false
35, Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, true
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Columbia, false
43, Local-gov, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,40, United-States, false
59, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,37, United-States, true
66, ?,7th-8th,4, Divorced, ?, Not-in-family, White, Male,10, United-States, false
63, Private,7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, true
32, Private, Some-college,10, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,37, United-States, false
58, ?, Bachelors,13, Widowed, ?, Not-in-family, White, Female,40, United-States, false
